NAME,AMOUNT__C,ASSISTANCE_TYPE__C,CATEGORY__C,DATE_PAID__C,EXPENSE_STATUS__C,EXT_HOUSEHOLD__C,VENDOR__C,EXTERNAL_ID__C
Diapers and Wipes,31.61,Groceries/Food Box,Other Assistance,01/21/22,Paid,,Dollar General,a1K4W00002xllFsUAI
gasoline,25.0,Gift Card,Other Assistance,02/25/22,Paid,a0t4x000001r8QCAAY,Kroger,a194x000001YRiXAAW
Hotel Stay,350.07,Hotel,Housing,02/24/22,Paid,a1O4x000006FxlSEAS,Springfield Inn,a1e4x000000qu1qAAA
Gift Card 2 for Gas Purchase,54.94,Gas Card,,01/21/22,Paid,a0t4x000001Vv2lAAC,,a194x000001t1GaAAI
Groceries,157.69,Groceries/Food Box,Other Assistance,03/24/22,Paid,a1O4x000006OguHEAS,Walmart,a1e4x000000quzXAAQ
Rent for (April 2022),200.0,Rent,Housing,03/24/22,Paid,a0t4x0000021uPNAAY,David Cox,a194x000002wRQFAA2
Childcare-Outstanding Balance,125.0,Childcare Expenses,,01/27/22,Paid,a0t4x0000021uPIAAY,KinderCare,a194x000002vflzAAA
MTE,105.12,Utilities,Housing,11/08/21,Paid,a0r4W00000e4RWIQA2,,a0z4N000007zHpvQAE
Rent for July,780.0,Rent,Housing,06/10/21,Paid,a1O4x000003TNKiEAO,,a0z4N000007oUWxQAM
Rent for February 2022,500.0,Rent,Housing,01/27/22,Paid,a0t4x0000021uPNAAY,David Cox,a194x000002vixiAAA
childcare fees,134.0,Childcare Expenses,Other Assistance,01/04/22,Planned,a0t5e000001juz3AAA,,a195e00000BCacWAAT
FB tuition assistance-SA Summer,200.0,Childcare Expenses,Other Assistance,06/18/19,Paid,a0t4x000001V40jAAC,,a0z4N000004sWHSQA2
Rent for October 2021,186.0,Rent,Housing,10/07/21,Paid,a0t4x0000021uPOAAY,Old Towne Village,a194x000002AEaAAAW
"Phone Service, Job Search",452.04,Other,Employment,12/10/20,Paid,a0t4x000001V41EAAS,,a0z4N000007Fea0QAC
Application Fee,70.0,,Housing,03/31/21,Paid,a1O4x000001A37JEAS,,a0z4N000007oTADQA2
Child care assistance 3/14/22-3/18/22,100.0,Childcare Expenses,Other Assistance,03/10/22,Paid,a0t4x0000021uPGAAY,Rachel Jeter,a194x000002w67tAAA
Rental assistance,555.0,Rent,Housing,02/26/21,Paid,0014N00002e6qYVQAY,,a0z4N000007zHUOQA2
May rent,1000.0,Rent,Housing,05/01/21,Paid,a1O4x000003TNKfEAO,,a0z4N000007oU0dQAE
Rent,798.0,Rental Deposit,Housing,04/14/22,Paid,,Roundtree,a1K4W00002xlv0OUAQ
Martha O'Bryan Center 41222,465.0,Furniture,Other Assistance,,Paid,,,a1K4W00002xlv0YUAQ
Educational - Payoff Student Debt,1309.0,Other,,,Planned,a0t4x000001V40vAAC,,a194x000001sxt3AAA
Rent for(May 2021) CK#10914,800.0,Rent,Housing,05/11/21,Paid,a0t4x0000021uPNAAY,,a0z4N000007oU3EQAU
Past Due Rent,595.0,Rent,Housing,03/15/22,Paid,a0t4x000001qjg4AAA,Synergy Real Estate Group Inc.,a194x000001YSPSAA4
Rent (for March 2022),800.0,Rent,Housing,02/17/22,Paid,a0t4x0000022K56AAE,Fred Hegwood III,a194x000002wRZfAAM
Rent (November & December),236.0,Rent,Housing,11/23/20,Paid,a0t4x000001V40yAAC,,a0z4N000007FemsQAC
Furniture,187.5,Furniture,Other Assistance,03/17/22,Paid,a0t4x0000022K56AAE,Rutherford County Habitat Restore,a194x000002wReMAAU
Rental Deposit,481.0,Rental Deposit,Housing,12/03/19,Paid,a0t4x000001V41EAAS,,a0z4N000005O4tIQAS
FB tuition assistance,93.0,Childcare Expenses,Other Assistance,11/28/18,Paid,a0t4x000001V41PAAS,,a0z6100000447nVAAQ
Power Bill (NES),275.1,Utilities,Housing,11/23/20,Paid,a0t5e0000010ORjAAM,,a195e000002J77JAAS
Rent,300.0,Rent,Housing,05/10/21,Paid,a0t4x000001V40kAAC,,a0z4N000007oU38QAE
Childcare Assistance 2/21/22-2/25/22,100.0,Childcare Expenses,Other Assistance,02/17/22,Paid,a0t4x0000021uPGAAY,Rachel Jeter,a194x000002wRTiAAM
Appliance,1172.7,Other,Other Assistance,01/24/22,Paid,a1O4x0000056djZEAQ,Lowe’s,a1e4x000000qsxsAAA
Hotel Room Payment,700.0,Hotel,Housing,04/22/21,Paid,a1O4x000003TNKqEAO,,a0z4N000007oTqVQAU
FB tuition assistancec,179.0,Childcare Expenses,Other Assistance,11/28/18,Paid,a0t4x000001V40iAAC,,a0z610000044IzPAAU
Education Expense 12/30/2019,20.0,Childcare Expenses,Other Assistance,12/09/19,Paid,a0t4x000001V40gAAC,,a0z4N000005O8eAQAS
Credit Card - Mattress Firm,89.0,Other,Other Assistance,05/03/21,Paid,a0t4x000001V40jAAC,,a0z4N000007oTwGQAU
December Phone Bill,90.0,Other,Other Assistance,12/07/20,Paid,a0t4x000001V414AAC,,a0z4N000007FeWbQAK
FB tuition assistance for 2 weeks,480.0,Childcare Expenses,Other Assistance,09/12/18,Paid,a0t4x000001V40iAAC,,a0z6100000444AQAAY
Childcare,220.0,Childcare Expenses,,10/21/21,Paid,a0t4x0000021yicAAA,Kindercare,a194x000002vOLwAAM
Hotel,191.99,Hotel,Other Assistance,11/04/21,Paid,a0t4x0000021ytrAAA,Intown Suites,a194x000002vOJpAAM
"Uniforms: Gift card for clothing, new employment",104.94,Gift Card,Employment,03/08/22,Paid,a0t4x000001V41ZAAS,,a194x000001t63HAAQ
Rental Assistance,1431.0,Rent,Housing,09/13/21,Paid,0014N000033w3maQAA,,a0z4N000007zHTnQAM
Rental Assistance,2310.5,Rent,Housing,09/13/21,Paid,0014N000033wvybQAA,,a0z4N000007zHTrQAM
September 2018 rent,390.0,Rent,Housing,08/31/18,Paid,0016100001ZLTvhAAH,McClain Properties,a0z610000044NcHAAU
February 2022 Rent,1000.0,Rent,Housing,01/25/22,Paid,0014N00002e4J4fQAE,Townhomes at Montague,a0z4N000007zIGgQAM
May Rent 2021,1000.0,Rent,Housing,04/22/21,Paid,0014N00002e4J4fQAE,Townhomes at Montague,a0z4N000007oTScQAM
Rental Arrears & Fees,738.75,Rental Arrears,Housing,02/10/20,Paid,0014N000025h0ieQAA,,a0z4N000005P1TYQA0
gasoline,30.0,Gift Card,Other Assistance,03/04/22,Paid,a0t4x000001qwD4AAI,Kroger,a194x000001YS1rAAG
Bethlehem Center  1-5-22,230.0,Furniture,Other Assistance,,Paid,,,a1K4W00002xlnZjUAI
CRC 1-30-22,360.0,Furniture,Other Assistance,,Paid,,,a1K4W00002xlnZKUAY
Salvation Army 1-24-22,160.0,Furniture,Other Assistance,,Paid,,,a1K4W00002xlnZ0UAI
Graceworks 1-5-22,550.0,Furniture,Other Assistance,,Paid,,,a1K4W00002xlnYqUAI
Rent,490.0,Rent,Housing,02/09/22,Paid,,,a1K4W00002xlnRBUAY
Rental Agreement,332.0,Rent,Housing,02/22/22,Paid,a0t4x0000021uPEAAY,The Dylan Apartments,a194x000002vzm0AAA
Preventive Rental Agreement,547.5,Rent,Housing,02/22/22,Paid,a0t4x0000021uPWAAY,Green Meadow Apartments,a194x000002vzlHAAQ
FB tuition assistance,234.0,Childcare Expenses,Other Assistance,12/20/18,Paid,a0t4x000001V41PAAS,,a0z610000044UEcAAM
Direct Assistance,515.0,Rent,Housing,11/16/20,Paid,a0t4x000001V417AAC,,a0z4N000007FeAhQAK
FB owed tuition assistance,130.0,Childcare Expenses,Other Assistance,12/20/18,Paid,a0t4x000001V40iAAC,,a0z610000044OEhAAM
Rent- past due,536.0,Rental Arrears,Housing,04/20/18,Paid,a0t4x000001V40nAAC,,a0z610000044KM0AAM
Rent,440.0,Rent,Housing,10/28/21,Paid,a0t4x0000021uPEAAY,The Dylan,a194x000002vOkbAAE
Rent( For April. 2021) CK#10894,553.55,Rental Arrears,Housing,05/04/21,Paid,a0t4x0000021uPAAAY,,a0z4N000007oTzPQAU
Rent,671.0,Rent,Housing,12/21/21,Paid,a0t4x0000021uPDAAY,Middle Tennessee Reality Group,a194x000002vOkdAAE
Arrears for Shelbyville Power Systems,860.89,Utility Arrears,Housing,11/19/21,Paid,a0t4x0000021ytrAAA,Shelbyville Power Systems,a194x000002utknAAA
Rent,810.0,Rent,Housing,12/21/21,Paid,a0r4W00000e4RWRQA2,,a0z4N000007zIdpQAE
MTE,288.0,Utilities,Housing,04/30/21,Paid,a0r4W00000e4RWWQA2,,a0z4N000007oTu0QAE
Rental arrears,1350.0,Rental Arrears,Housing,04/06/21,Paid,a0r4W00000e4RWbQAM,,a0z4N000007oTGLQA2
CPR Class for work,75.0,Other,Employment,11/15/21,Paid,a0r4W00000e4RWUQA2,,a0z4N000007zI4dQAE
Childcare Assistance 4/4/22-4/8/22,100.0,Childcare Expenses,Other Assistance,03/31/22,Paid,a0t4x0000021uPGAAY,Rachel Jeter,a194x000002wRTKAA2
Childcare (2 weeks),440.0,Childcare Expenses,,01/06/22,Paid,a0t4x0000021yicAAA,KinderCare,a194x000002vSVaAAM
WIlliamson County Parks and Rec for community involvement,108.0,Other,Other Assistance,10/01/21,Paid,a0r4W00000e4RWTQA2,,a0z4N000007zHKfQAM
childcare,147.0,Childcare Expenses,Employment,06/09/21,Paid,a0r4W00000e4RWbQAM,,a0z4N000007oUXIQA2
Past due rent,965.0,Rental Arrears,Housing,01/29/21,Paid,a0r4W00000e4RWXQA2,,a0z4N000007FfZOQA0
Rent for (October 2021),180.0,Rent,Housing,10/07/21,Paid,a0t4x0000021uPAAAY,Saddle Brook Apartments,a194x000002AEa5AAG
Driver's Edu Lesson 1,145.0,Tuition,,08/11/20,Paid,a0t4x000001V417AAC,,a0z4N000007Fcx7QAC
Rent (for April 2022),400.0,Rent,Housing,03/24/22,Paid,a0t4x0000022K56AAE,Fred Hegwood III,a194x000002wReRAAU
Rent (for April 2022),115.0,Rent,Housing,03/24/22,Paid,a0t4x0000021xirAAA,Cedar Ridge Townhomes,a194x000002wReWAAU
Hotel,190.0,Hotel,Other Assistance,12/02/21,Paid,a0t4x00000221DzAAI,Knights Inn,a194x000002vOjFAAU
Arrears for Middle Tennessee Electric,165.83,Utility Arrears,Housing,11/18/21,Paid,a0t4x0000021ytrAAA,Middle Tennessee Electric,a194x000002utkdAAA
Childcare,230.0,Childcare Expenses,,09/30/21,Paid,a0t4x0000021yicAAA,KinderCare Learning Center,a194x000002AArpAAG
Rent,730.0,Rent,Housing,06/03/21,Paid,a0t4x0000021uPJAAY,Rutherford woodlands,a0z4N000007oULkQAM
Childcare,230.0,Childcare Expenses,,11/04/21,Paid,a0t4x0000021uPIAAY,Kindercare,a194x000002vON5AAM
Childcare for (June 2021) CK#10982,13.0,Childcare Expenses,Other Assistance,06/17/21,Paid,a0t4x0000021uPNAAY,,a0z4N000007oUdlQAE
Rent for (October 2021),800.0,Rent,Housing,09/30/21,Paid,a0t4x0000021uPNAAY,David Cox,a194x000002A9ujAAC
Electric Bill,142.53,Utilities,Housing,08/26/21,Paid,a0t4x0000021uPRAAY,MTE,a194x0000029j11AAA
Braedan's Birth Certificate,15.0,Birth Certificate,Housing,11/02/21,Paid,a0t4x0000021ytrAAA,Rutherford County Health Department,a194x000002ugthAAA
Hotel,433.49,Hotel,Other Assistance,10/07/21,Paid,a0t4x0000021yicAAA,Intown Suites,a194x000002vOMPAA2
Kroger Gift Card,20.0,,Non-Assistance (not client expenses),04/28/21,Paid,a0t4x000001V40hAAC,,a0z4N000007oTrPQAU
Rent past due,400.0,Rental Arrears,Housing,05/29/18,Paid,a0t4x000001V40eAAC,,a0z610000044KN8AAM
Rental Assistance,280.0,Rent,Housing,09/04/20,Paid,a0t4x000001V40jAAC,,a0z4N000007FdPLQA0
Rent Assistance,350.0,Rent,Housing,05/13/21,Paid,a0t4x000001V41KAAS,,a0z4N000007oU9MQAU
Little Guys Movers $450. (ck#,450.0,Other,Housing,05/06/21,Paid,a0t4x0000021uPSAAY,,a0z4N000007oU0OQAU
"Tuition - NATS, Phlebotomy",900.0,Tuition,,02/14/22,Paid,a353t000000KgbDAAS,,a194x000001t2ihAAA
Rental Payment,900.0,Rent,Housing,03/24/22,Paid,a1O4x000003TNKpEAO,Ridgewood Apartments,a1e4x000000quusAAA
ESP,34.68,Childcare Expenses,,07/01/21,Paid,a0t4x0000021uPWAAY,ESP childcare,a194x0000029CqZAAU
Rent for (July 2021),880.0,Rent,Housing,07/01/21,Paid,a0t4x0000021uPAAAY,Saddlebrook Apartments,a194x0000029BcxAAE
Hotel Room Payment,700.0,Hotel,Housing,12/03/21,Paid,a1O4x0000056deHEAQ,Springfield INn,a1e4x000000qrIHAAY
Rent (for March 2022),440.0,Rent,Housing,02/22/22,Paid,a0t4x0000021uPPAAY,The 902 Apartments,a194x000002wRRmAAM
Hotel Agreement,275.0,Hotel,Other Assistance,03/24/22,Paid,a0t4x00000221DzAAI,Knights Inn,a194x000002wGrlAAE
November Rent,1300.0,Rent,Housing,10/20/21,Paid,a1O4x000003UKFBEA4,Belle Forest at Memorial,a1e4x000000qqAgAAI
Storage,85.0,Other,Other Assistance,03/10/22,Paid,a0t4x0000022XBMAA2,Ferrer Brothers Self-Storage,a194x000002w692AAA
Deposit,1000.0,Rental Deposit,Housing,04/22/21,Paid,0014N00002e4J4fQAE,Townhomes at Montague,a0z4N000007oTSXQA2
Rent for December 2021,500.0,Rent,Housing,11/23/21,Paid,a0t4x0000021uPNAAY,David Cox,a194x000002vibWAAQ
Child care Assistance 11/15/21-11/19/2021,150.0,Childcare Expenses,Other Assistance,11/11/21,Paid,a0t4x0000021uPGAAY,Rachel Jeter,a194x000002vibgAAA
NES electric bill past due,350.04,Utility Arrears,Housing,02/12/18,Paid,a0t4x000001V40nAAC,,a0z610000044J5NAAU
Rental Deposit,4000.0,Rental Deposit,Housing,12/14/21,Paid,a1O4x000003UMWtEAO,Springer Investment LLC,a1e4x000000qrerAAA
Prorated Rent(For May 2021) CK#10896,756.0,Rent,Housing,05/04/21,Paid,a0t4x0000021uPKAAY,,a0z4N000007oTzUQAU
NES,181.79,Utilities,Housing,04/28/20,Paid,a0t4x000001V414AAC,,a0z4N000006fDwNQAU
Utility Arrears,208.29,Utility Arrears,Housing,04/26/21,Paid,0014N00002e4J4fQAE,NES,a0z4N000007oTTqQAM
NES bill,202.25,Utilities,Housing,03/01/21,Paid,a0t4x000001V40fAAC,,a0z4N0000042k3BQAQ
WalMart Card for Work Shoes,25.0,Other,Employment,09/18/20,Paid,a0t4x000001V410AAC,,a0z4N000007FdTEQA0
Direct Assistance,1140.0,Rent,Housing,11/18/20,Paid,a0t5e0000010ORsAAM,,a195e000002J77SAAS
Childcare for (July 2021),40.0,Childcare Expenses,Other Assistance,07/08/21,Paid,a0t4x0000021uPNAAY,Jaymes Christian Academy,a194x0000029JWuAAM
January 2022 Rent,1000.0,Rent,Housing,12/21/21,Paid,0014N00002e4J4fQAE,Townhomes at Montague,a0z4N000007zIGfQAM
Rent,285.0,Rent,Housing,04/30/21,Paid,a0t4x000001V40iAAC,,a0z4N000007oTwLQAU
"Cell Phone Bill - Partial Payment, for Employment Use",130.0,Other,Employment,11/09/21,Paid,a0t4x000001V41EAAS,,a194x000001swILAAY
Gift Card,155.95,Gas Card,Other Assistance,10/15/20,Paid,a0t4x000001V40nAAC,,a0z4N000007oTvwQAE
Metro Water,38.11,Utilities,Housing,01/29/21,Paid,a0t4x000001V40yAAC,,a0z4N000007FfgWQAS
NES,131.02,Utilities,Housing,02/03/20,Paid,a0t4x000001V41EAAS,,a0z4N000005OxBGQA0
Childcare,220.0,Childcare Expenses,,03/10/22,Paid,a0t4x0000021yicAAA,KinderCare,a194x000002w68oAAA
Gift Card - Work Uniforms,50.0,Other,Employment,07/06/21,Paid,a0t4x000001V41MAAS,,a0z4N000007oUv7QAE
FB tuition assistance,45.0,Childcare Expenses,Other Assistance,03/13/19,Paid,a0t4x000001V41PAAS,,a0z61000003iJlpAAE
FB tuition assistance,70.0,Childcare Expenses,Other Assistance,01/23/19,Paid,a0t4x000001V41PAAS,,a0z610000044dWSAAY
Metro Water Arrears,197.0,Utility Arrears,Housing,12/19/19,Paid,a0t4x000001V41OAAS,,a0z4N000005OIIgQAO
Computer for work,251.33,Books/School Supplies,Employment,03/11/22,Paid,,Walmart,a1K4W00002xlo7zUAA
Utility Payment,409.61,Utilities,Housing,03/11/22,Paid,a1O4x000003TNKeEAO,City of Springfield,a1e4x000000quXzAAI
Application Fee,35.0,,Housing,03/31/21,Paid,a1O4x000003TNKnEAO,,a0z4N000007oTAFQA2
Direct Assistance Rent,710.0,Rent,Housing,01/18/21,Paid,a0t5e0000010OS2AAM,,a195e000002J77cAAC
Childcare,230.0,Childcare Expenses,,09/30/21,Paid,a0t4x0000021uPIAAY,Kindercare,a194x000002vOMyAAM
Themetria Cunningham Promissory Note and Ledger,137.24,Rent,Housing,,Planned,a094x0000062dv8AAA,,a1H4x000002xCtfEAE
FB tuition assistance,93.0,Childcare Expenses,Other Assistance,11/28/18,Paid,a0t4x000001V41PAAS,,a0z610000044MBsAAM
"Gift Card to be used on food/supplies for shampoo, baby wipes",54.95,Groceries/Food Box,Other Assistance,03/10/22,Paid,a0r4W00000e4RWSQA2,Walgreens,a1K4W00002xloh1UAA
Purchase Books and Supplies,372.41,Books/School Supplies,,01/10/22,Paid,a0t4x000001Vv2lAAC,,a194x000001t0b3AAA
MTE,75.55,Utilities,Housing,11/08/21,Paid,a0r4W00000e4RWKQA2,,a0z4N000007zHq0QAE
Rent (for March 2022),590.9,Rent,Housing,02/22/22,Paid,a0t4x0000021uPOAAY,Old Towne Village,a194x000002wRQKAA2
Childcare,230.0,Childcare Expenses,,11/18/21,Paid,a0t4x0000021uPIAAY,Kindercare,a194x000002vOeOAAU
Intown Suites (ck.#10940),351.99,Rent,Housing,05/27/21,Paid,a0t4x0000021uPVAAY,,a0z4N000007oUGQQA2
Kroger gift card,50.0,Groceries/Food Box,Other Assistance,06/22/18,Paid,a0t4x000001V40gAAC,,a0z610000044KOuAAM
Birth Certificate,9.0,Birth Certificate,Other Assistance,03/03/22,Paid,a0t4x00000221DzAAI,FL Dept of Health,a194x000002wAW0AAM
FB tuition assistance,186.0,Childcare Expenses,Other Assistance,06/18/19,Paid,a0t4x000001V40hAAC,,a0z4N000004sVyqQAE
August 2021 Rent,310.0,,Housing,07/27/21,Paid,SHFS-TFC0000525304,Hamilton Creek Apartments,a0z4N000007FfPQQA0
ELE Deposit,250.0,,Housing,01/19/21,Paid,SHFS-TFC0000525304,NES,a0z4N000007FfPnQAK
December 2020 Rent,822.0,,Housing,11/24/20,Paid,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007FdhcQAC
App Fee,35.0,,Housing,06/25/20,Paid,SHFS-TFC0000525242,Burning Tree,a0z4N000006iGu5QAE
April Rent,860.0,,Housing,03/25/21,Paid,SHFS-TFC0000525242,Hamilton Creek Apartments,a0z4N000007oT6fQAE
App Fee,25.0,,Housing,01/26/21,Paid,SHFS-TFC0000525242,Hamilton Creek,a0z4N000007FfWFQA0
Deposit,350.0,,Housing,03/25/21,Paid,SHFS-TFC0000525242,Hamilton Creek Apartments,a0z4N000007oT6aQAE
March 2021 Rent,222.0,,Housing,02/23/21,Paid,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007FdhfQAC
App Fee,35.0,,Housing,09/16/20,Paid,SHFS-TFC0000525242,Willow Pointe,a0z4N000007FdRmQAK
February 2021 Rent,422.0,,Housing,02/01/21,Paid,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007FdheQAC
March 2021 Rent additional payment,800.0,,Housing,03/09/21,Paid,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007oSw7QAE
November 2020 Rent,1022.0,,Housing,10/27/20,Paid,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007FdhbQAC
ProRate oct Rent,758.26,,Housing,10/13/20,Paid,SHFS-TFC0000525242,Willow Pointe Apts,a0z4N000007FdlrQAC
May 2021 Rent,430.0,,Housing,04/27/21,Paid,SHFS-TFC0000525242,Hamilton Creek Apartments,a0z4N000007oT6VQAU
Deposit,300.0,,Housing,10/13/20,Paid,SHFS-TFC0000525242,Willow Pointe Apts,a0z4N000007FdldQAC
Lease housing balance/arrears,1345.0,,Housing,06/25/21,Paid,SHFS-TFC0000525242,Hamilton Creek Apartments,a0z4N000007oUmWQAU
June 2021 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000525242,Hamilton Creek Apartments,a0z4N000007oT6WQAU
utility deposit,252.25,,Housing,10/08/20,Paid,SHFS-TFC0000525242,NES,a0z4N000007FdipQAC
April 2021 Rent,0.0,,Housing,,Cancelled,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007FdhgQAC
March 2018 rent,550.0,,Housing,02/26/18,Paid,SHFS-TFC0000522233,,a0z610000044NbYAAU
June 2018 rent,1100.0,,Housing,05/30/18,Paid,SHFS-TFC0000522233,,a0z610000044NbJAAU
February Metro Water Services- 017-8104.305,96.0,,Housing,02/01/21,Paid,SHFS-TFC0000522258,Metro Water Services,a0z4N000007FeFZQA0
January Metro Water Services- 017-8104.305,96.0,,Housing,12/22/20,Paid,SHFS-TFC0000522258,Metro Water Services,a0z4N000007FeFWQA0
January 2021 Rent,622.0,,Housing,12/22/20,Paid,SHFS-TFC0000525242,Willow Pointe Apartments,a0z4N000007FdhdQAC
Lyft,7.79,,Other Assistance,03/02/21,Paid,SHFS-TFC0000525242,Lyft,a0z4N000007oT58QAE
Lyft,7.85,,Other Assistance,03/02/21,Paid,SHFS-TFC0000525242,Lyft,a0z4N000007oT53QAE
Hotel 7.23-7.28.2020,214.2,,Other Assistance,07/22/20,Paid,SHFS-TFC0000525242,Hometowne Studios,a0z4N000006iHjxQAE
Rental Arrears,1110.0,,Housing,11/24/20,Paid,SHFS-TFC0000522271,,a0z4N000007FeFGQA0
December Rent,1110.0,,Housing,11/24/20,Paid,SHFS-TFC0000522271,,a0z4N000007FeFHQA0
Gas,25.0,,Other Assistance,10/24/19,Paid,SHFS-TFC0000525250,,a0z4N000006iHsUQAU
Rental Arrears,282.75,,Housing,11/20/18,Paid,SHFS-TFC0000525250,,a0z610000044REKAA2
Past Due Rent (Covid),2600.0,,Housing,09/22/20,Paid,SHFS-TFC0000522242,Horace Lundy,a0z4N000007FdVUQA0
Past Due Rent (Covid),1300.0,,Housing,10/20/20,Paid,SHFS-TFC0000522242,Horace Lundy,a0z4N000007FdpRQAS
Past Due Rent (Covid),1269.0,,Housing,07/10/20,Paid,SHFS-TFC0000525248,Hillhurst Apts,a0z4N000006iH6XQAU
Rent & Deposit,950.0,,Housing,05/02/18,Paid,SHFS-TFC0000525248,,a0z610000044KMFAA2
Rent,1237.2,,Housing,08/08/18,Paid,SHFS-TFC0000525248,,a0z610000044QWKAA2
Rent,1237.2,,Housing,08/15/18,Paid,SHFS-TFC0000525248,,a0z610000044QWFAA2
Deposit,350.0,,Housing,11/19/20,Paid,SHFS-TFC0000522258,Hamilton Creek,a0z4N000007Fe9AQAS
July Rent,300.0,,Housing,06/30/20,Paid,SHFS-TFC0000522238,,a0z4N000006iGw1QAE
Lyft Card,25.0,,Other Assistance,10/25/19,Paid,SHFS-TFC0000525246,,a0z4N000005NlwfQAC
Gift Cards (3),350.0,,Other Assistance,06/18/20,Paid,SHFS-TFC0000525639,,a0z4N000006iHpsQAE
Kroger -2,50.0,,Other Assistance,03/09/20,Paid,SHFS-TFC0000525639,,a0z4N000006iHrRQAU
June and July Rental Arrears,1700.0,,Housing,08/01/18,Paid,SHFS-TFC0000522235,,a0z610000044RQ2AAM
2 Cards,50.0,,Other Assistance,11/05/19,Paid,SHFS-TFC0000525245,,a0z4N000006iHqJQAU
Walmart,25.0,,Other Assistance,12/23/19,Paid,SHFS-TFC0000525245,,a0z4N000006iHqKQAU
2 Cards,50.0,,Other Assistance,03/19/20,Paid,SHFS-TFC0000525245,,a0z4N000006iHolQAE
Visa/MC,50.0,,Other Assistance,03/04/20,Paid,SHFS-TFC0000525245,,a0z4N000006iHr9QAE
2 cards,50.0,,Other Assistance,10/24/19,Paid,SHFS-TFC0000525245,,a0z4N000006iHsWQAU
June 2020 Rent,50.0,,Housing,06/03/20,Paid,SHFS-TFC0000525245,Burning Tree,a0z4N000006iHgFQAU
Lyft Card,25.0,,Other Assistance,11/14/19,Paid,SHFS-TFC0000525246,,a0z4N000005Nlz5QAC
November Rent,1075.0,,Housing,10/29/20,Paid,SHFS-TFC0000525251,,a0z4N000007FdqXQAS
March 2021 Rent,790.0,,Housing,02/23/21,Paid,SHFS-TFC0000522258,Hamilton Creek Apartments,a0z4N000007FeFbQAK
Utility Bill,68.75,,Housing,09/13/21,Paid,SHFS-TFC0000522258,NES,a0z4N000007zGxKQAU
May 2022 Rent,899.0,,Housing,,Planned,SHFS-TFC0000525644,Firemark Properties,a0z4N000006gNvIQAU
App Fee,50.0,,Housing,03/02/22,Paid,SHFS-TFC0000525644,Firemark Properties,a0z4N000007zJrfQAE
Security Deposit,2198.0,,Housing,03/10/22,Paid,SHFS-TFC0000525644,Firemark Properties,a0z4N000007zK67QAE
Utility Deposit,252.25,,Housing,03/11/22,Paid,SHFS-TFC0000525644,Nashville Electric Service (NES),a0z4N000006gNvCQAU
May Rent,1210.25,,Housing,04/23/21,Paid,SHFS-TFC0000525643,,a0z4N000007oTRAQA2
March 2022 Rent,749.0,,Housing,02/22/22,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPbQAM
January 2022 Rent,999.0,,Housing,12/21/21,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPZQA2
April 2022 Rent,549.0,,Housing,03/29/22,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPcQAM
Security Deposit,350.0,,Housing,12/08/21,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIJuQAM
Pro rated rent,558.28,,Housing,12/15/21,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPUQA2
Additional Security deposit amount,649.0,,Housing,12/15/21,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPfQAM
App Fee,45.0,,Housing,12/08/21,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIJtQAM
June 2022 Rent,0.0,,Housing,,Planned,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPeQAM
May 2022 Rent,349.0,,Housing,,Planned,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPdQAM
Utility arrears-,183.03,,Housing,12/14/21,Paid,SHFS-TFC0000522257,Middle Tennessee Electric,a0z4N000007zIPPQA2
Utility Deposit-,300.0,,Housing,12/14/21,Paid,SHFS-TFC0000522257,Middle Tennessee Electric,a0z4N000007zIPAQA2
February 2022 Rent,999.0,,Housing,01/25/22,Paid,SHFS-TFC0000522257,Forest View Apartments,a0z4N000007zIPaQAM
Birth Certificate,15.34,,Other Assistance,08/30/21,Paid,SHFS-TFC0000522256,Vital Chek,a0z4N000007zGm2QAE
ID,12.0,,Other Assistance,08/30/21,Paid,SHFS-TFC0000522256,Safety & Homeland Security,a0z4N000007zGlxQAE
car payment to get to work,141.0,,Other Assistance,10/12/21,Paid,SHFS-TFC0000522256,Car Concepts,a0z4N000007zHWEQA2
April 2022 Rent,384.5,,Housing,03/29/22,Paid,SHFS-TFC0000522256,Firemark Properties,a0z4N000007zHPqQAM
June 2022 Rent,699.0,,Housing,,Planned,SHFS-TFC0000525644,Firemark Properties,a0z4N000006gNvJQAU
August 2022 Rent,299.0,,Housing,,Planned,SHFS-TFC0000525644,Firemark Properties,a0z4N000006gNvLQAU
